translation
"{'th': 'กินแล้วล้างแก้วให้สะอาดครับ', 'en': 'After drinking, I wash the glass clean.'}"
"{'th': 'ได้รับถ้วยกาแฟน่ารักจากเพื่อนครับ', 'en': 'I got a cute cup from my friend.'}"
"{'th': 'ผมกินกาแฟใส่น้ำตาลครับ', 'en': 'I put in sugar and drink coffee.'}"
"{'th': 'ใส่เงินในกระเป๋าเงินครับ', 'en': 'I will put money in my wallet.'}"
"{'th': 'คุณมัตสึอิชงกาแฟให้ผมครับ', 'en': 'Mr Matsui poured me some coffee.'}"
"{'th': 'รถไฟขบวนนี้ไปโตเกียวครับ', 'en': 'That train will go to Tokyo.'}"
"{'th': 'รถไฟใต้ดินถูก เร็วและสะดวกมากครับ', 'en': 'The underground train is cheap, fast and very convenient.'}"
"{'th': 'ซื้อตั๋วเวลาจะขึ้นรถไฟครับ', 'en': 'We will buy a ticket when we ride the train.'}"
"{'th': 'จะใช้บันได ไม่ขึ้นลิฟต์ครับ', 'en': 'I will not ride the lift but use the stairs.'}"
"{'th': 'ห้องน้ำอยู่ชั้น ๒ ครับ', 'en': 'The toilet is on the second floor.'}"
"{'th': 'ล้างมือเวลาจะออกจากห้องน้ำครับ', 'en': 'I wash my hands after going to the toilet.'}"
"{'th': 'ให้ดูตั๋วที่ทางเข้าสถานีรถไฟครับ', 'en': 'I will show the ticket at the entrance to the station.'}"
"{'th': 'ออกทางออกนี้ใกล้หอสมุดที่สุดครับ', 'en': 'If you use this exit, it is the closest to the library.'}"
"{'th': 'ถ้าจะไปสถานทูต ลงที่สถานีต่อไปครับ', 'en': 'If you are going to the embassy, you need to get off at the next station.'}"
"{'th': 'ขึ้นรถบัส ไม่ต้องเดินไปถึงโรงเรียนครับ', 'en': 'I will ride the bus rather than walk to school.'}"
"{'th': 'ซูเปอร์ปิดแล้วก็เลยซื้อของไม่ได้ครับ', 'en': 'I could not shop because the supermarket was closed.'}"
"{'th': 'กระเป๋าไม่ได้ปิดครับ', 'en': ""The bag wasn't closed.""}"
"{'th': 'ผมอยู่ห้องเดียวกับคุณมัตสึอิครับ', 'en': 'I am in the same class as Mr Matsui.'}"
"{'th': 'ในห้องเรียนมีโต๊ะกับเก้าอี้ครับ', 'en': 'There are desks and chairs in the classroom.'}"
"{'th': 'จะทำความสะอาดบริเวณที่ถอดรองเท้าก่อนเข้าบ้านกับระเบียงทางเดินด้วยครับ', 'en': 'I will clean the entrance and the hallway.'}"
"{'th': 'ผมไม่ค่อยชอบเรียนหนังสือครับ', 'en': 'I do not really like studying.'}"
"{'th': 'สัปดาห์ที่แล้วยุ่งก็เลยเรียนไม่ได้ครับ', 'en': 'I was busy last week, so I could not study.'}"
"{'th': 'เด็ก ๆ ที่อยู่ที่นี่เป็นนักเรียนโรงเรียนเดียวกันครับ', 'en': 'The children here are all students from the same school.'}"
"{'th': 'อาจารย์ถามคำถามนักเรียนในชั่วโมงเรียนครับ', 'en': 'The teacher asked the students questions during class.'}"
"{'th': 'อาทิตย์หน้าผมจะไปเที่ยวโตเกียวกับเพื่อนครับ', 'en': 'I will go to Tokyo to hang out next week.'}"
"{'th': 'เมื่อวานเรียนแล้วทั้งวันวันนี้ก็เลยจะเที่ยวเล่นครับ', 'en': 'I studied all day yesterday so I will play today.'}"
"{'th': 'พรุ่งนี้จะมีสอบคืนนี้ก็เลยจะเรียนหนังสือครับ', 'en': 'I have a test tomorrow, so I will study tonight.'}"
"{'th': 'ผมอ่านเรียงความที่คุณมัตสึอิเขียนแล้วครับ', 'en': 'I read the composition Mr Matsui wrote.'}"
"{'th': 'พรุ่งนี้จะส่งเรียงความให้อาจารย์ครับ', 'en': 'I will hand in the composition to the teacher tomorrow.'}"
"{'th': 'เวลาจะเขียนคำตอบ ต้องอ่านคำถามอย่างรอบคอบครับ', 'en': 'When writing an answer, you must read the question carefully.'}"
"{'th': 'คำถามข้อนี้ง่ายมากครับ', 'en': 'This question is very easy.'}"
"{'th': 'มีสอบอักษรคินจิทุกวันที่โรงเรียนครับ', 'en': 'There is a kanji test at school every day.'}"
"{'th': 'ฝึกมาก ๆ ภาษาญี่ปุ่นก็จะเก่งขึ้นครับ', 'en': 'If you practise a lot, your Japanese will get better.'}"
"{'th': 'สอบเมื่อวานง่ายครับ', 'en': ""Yesterday's test was easy.""}"
"{'th': 'ผมสอนภาษาญี่ปุ่นชาวต่างชาติอยู่ครับ', 'en': 'I teach Japanese to foreigners.'}"
"{'th': 'คำถามยากก็เลยตอบไม่ได้ครับ', 'en': ""I couldn't answer the question because it was too hard.""}"
"{'th': 'หลังโรงเรียนเลิกซ้อมเทนนิสทุกวันครับ', 'en': 'I practise tennis every day after school finishes.'}"
"{'th': 'สัปดาห์หน้าตั้งใจว่าจะตัดผมที่ร้านเสริมสวยครับ', 'en': 'I am thinking of getting my hair cut at the beauty salon next week.'}"
"{'th': 'ผมจับตะเกียบมือซ้ายครับ', 'en': 'I use my chopsticks with my left hand.'}"
"{'th': 'เลี้ยวขวาที่หัวมุมถนนถัดไปครับ', 'en': 'We turn right at the next corner.'}"
"{'th': 'คุณมัตสึอินั่งหน้าผมครับ', 'en': 'Ms Matsui sat in front of me.'}"
"{'th': 'มีคนจำนวนมากเข้าแถวอยู่ด้านหลังผมครับ', 'en': 'There are a lot of people lined up behind me.'}"
"{'th': 'ใช้ดินสอแท่งนี้เป็นประจำก็เลยสั้นลงครับ', 'en': 'Because I always use this pencil, it has become short.'}"
"{'th': 'ตัดขนมเค้กเป็น ๔ ชิ้นด้วยมีดครับ', 'en': 'I cut the cake into four pieces using a knife.'}"
"{'th': 'น้องสาวผมเตี้ยและผมยาวครับ', 'en': 'My little sister is short and has long hair.'}"
"{'th': 'เหนื่อยแล้วก็เลยนั่งพักครับ', 'en': 'I am tired, so I will sit and rest.'}"
"{'th': 'ถามทางตำรวจที่ป้อมตำรวจครับ', 'en': 'I asked the police at the police box which way to go.'}"
"{'th': 'ที่ป้อมตำรวจมีแผนที่เมืองติดไว้ครับ', 'en': 'The map of the town is posted at that police box.'}"
"{'th': 'ที่สี่แยกมีตำรวจมากครับ', 'en': 'There are a lot of policemen at the intersection.'}"
"{'th': 'ผมถูกตำรวจถามชื่อครับ', 'en': 'The policeman asked my name.'}"
"{'th': 'คุณตำรวจช่วยบอกทางไปสถานีรถไฟให้ครับ', 'en': 'The policeman showed us the way to the station.'}"
"{'th': 'ไม่รู้ทางก็เลยดูแผนที่ครับ', 'en': ""I didn't know the way, so I looked at the map.""}"
"{'th': 'เมื่อวานไปซื้อของใกล้ ๆ สถานีรถไฟครับ', 'en': 'Yesterday, I went shopping near the station.'}"
"{'th': 'ถามเบอร์โทรศัพท์ร้านอาหารที่จะไปคืนนี้กับคุณมัตสึอิครับ', 'en': 'I asked Mr Matsui the telephone number of the restaurant we are going to tonight.'}"
"{'th': 'พอเลี้ยวซ้ายที่ตึกนั้นก็จะมีโรงพยาบาลอยู่ครับ', 'en': 'When you turn left at that building, there is a hospital.'}"
"{'th': 'อันตราย ห้ามเข้ามาที่นี่ครับ', 'en': 'It is dangerous here, so you may not go inside.'}"
"{'th': 'ดึกแล้ว กลับบ้านคนเดียวอันตรายครับ', 'en': 'It is dangerous to go home by yourself because it is already late.'}"
"{'th': 'ในชั่วโมงเรียนห้ามคุยกันครับ', 'en': 'You may not talk to the person next to you during class.'}"
"{'th': 'ร้านกาแฟร้านนั้นอยู่ข้าง ๆ ร้านหนังสือครับ', 'en': 'That cafe is next to a bookstore.'}"
"{'th': 'บ้านคุณมัตสึอิอยู่ข้าง ๆ บ้านผมครับ', 'en': ""Mr Matsui's house is near my house.""}"
"{'th': 'ส่งกระเป๋าที่วางไว้ข้าง ๆ ผมให้คุณมัตสึอิแล้วครับ', 'en': 'I gave the bag to Mr Matsui that was near me.'}"
"{'th': 'ทำกระเป๋าเงินหายก็เลยไปป้อมตำรวจครับ', 'en': 'I will go to the police box because I lost my wallet.'}"
"{'th': 'ทำนิตยสารที่ยืมจากคุณมัตสึอิหายไปครับ', 'en': 'I lost the magazine I borrowed from Mr Matsui.'}"
"{'th': 'เพื่อนจะมาก็เลยจะทำความสะอาดห้องครับ', 'en': 'My friend is coming, so I will clean this room.'}"
"{'th': 'ห้องนี้ไม่มีหน้าต่างครับ', 'en': 'This room has no window.'}"
"{'th': 'บนโต๊ะมีปฏิทินวางไว้ครับ', 'en': 'There is a calendar on the desk.'}"
"{'th': 'ซื้อปฏิทินของปีหน้าที่ห้างสรรพสินค้าครับ', 'en': 'I bought a calendar for next year at the department store.'}"
"{'th': 'ห้องมืดจะเปิดไฟนะครับ', 'en': 'The room is dark, so I will turn on the light.'}"
"{'th': 'เมื่อวานเหนื่อยก็เลยนอนหลับทันทีครับ', 'en': 'I was tired yesterday, so I fell asleep quickly.'}"
"{'th': 'ไม่รู้เวลาก็เลยดูนาฬิกาในห้องเรียนครับ', 'en': ""I didn't know the time, so I looked at the clock in the classroom.""}"
"{'th': 'เปิดไฟในห้อง เรียนหนังสือครับ', 'en': 'I study with the room lights on.'}"
"{'th': 'ที่บริเวณที่ถอดร้องเท้าก่อนเข้าบ้านมีแจกันวางไว้ครับ', 'en': 'There is a vase in the lobby.'}"
"{'th': 'ถนนเส้นนี้แคบมากก็เลยอันตรายครับ', 'en': 'This road is narrow and dangerous.'}"
"{'th': 'ข้ามสี่แยกโน้นไปแล้วเลี้ยวซ้ายครับ', 'en': 'We cross that intersection and go left.'}"
"{'th': 'รถยนต์ญี่ปุ่นแพงแต่ดีครับ', 'en': 'Japanese cars are expensive but good quality.'}"
"{'th': 'รถยนต์ญี่ปุ่นขายดีในต่างประเทศครับ', 'en': 'Japanese cars are sold overseas.'}"
"{'th': 'นี่เป็นนิตยสารรถยนต์ครับ', 'en': 'This is a car magazine.'}"
"{'th': 'ขึ้นรถแท็กซี่จากสถานีรถไฟถึงบริษัทครับ', 'en': 'I ride the taxi from the station to work.'}"
"{'th': 'ขึ้นแท็กซี่กลับบ้านครับ', 'en': 'I go home by taxi.'}"
"{'th': 'นั่งข้างหลังรถจักรยานเพื่อนครับ', 'en': ""I got on the back of my friend's bicycle.""}"
"{'th': 'ถึงฝนจะตกก็จะขี่จักรยานไปครับ', 'en': 'Even if it rains, I go by bicycle.'}"
"{'th': 'เมื่อวานไปเล่นที่แม่น้ำกับเพื่อนครับ', 'en': 'I went to the river yesterday with my friend and played.'}"
"{'th': 'บ้านอยู่อีกฝั่งหนึ่งของแม่น้ำโน้นครับ', 'en': 'My house is on the other side of the river.'}"
"{'th': 'พอข้ามสะพานจะมีสวนสาธารณะอยู่ใกล้ ๆ ครับ', 'en': 'When you cross the bridge, there is a park right there.'}"
"{'th': 'ผมไปเดินทุกเช้าครับ', 'en': 'I go for a walk every morning.'}"
"{'th': 'ผมเดินเล่นทุกเช้าครับ', 'en': 'I take a walk every morning.'}"
"{'th': 'ข้ามถนนไปเดินฝั่งซ้ายกันเถอะครับ', 'en': ""Let's cross the street and walk on the left.""}"
"{'th': 'อยากไปฝั่งโน้นของแม่น้ำก็เลยจะข้ามสะพานครับ', 'en': 'I want to go across the river, so I will cross the bridge.'}"
"{'th': 'อากาศร้อนก็เลยว่ายน้ำที่สระน้ำครับ', 'en': 'It was hot, so we swam in the pool.'}"
"{'th': 'ตั้งใจว่าจะซ้อม เพราะร้องเพลงไม่เก่งครับ', 'en': 'I am not good at singing, so I am thinking of practising.'}"
"{'th': 'น้องชายเล่นฟุตบอลเก่งก็เลยสอนให้ครับ', 'en': 'My brother is good at football, so he taught me.'}"
"{'th': 'คุณมัตสึอิทำอาหารเก่งครับ', 'en': 'Mr Matsui is good at cooking.'}"
"{'th': 'ผมวาดรูปไม่เก่งครับ', 'en': 'I am not good at drawing pictures.'}"
"{'th': 'คิดว่าไปโรงเรียนนั่งรถไฟไปเร็วกว่ารถบัสครับ', 'en': 'I think taking the train to school is faster than taking the bus.'}"
"{'th': 'คุณมัตสึอิวิ่งเร็วครับ', 'en': 'Mr Matsui runs fast.'}"
"{'th': 'ผมเดินช้ามากครับ', 'en': 'I walk very slowly.'}"
"{'th': 'ปวดขา วิ่งต่อไม่ไหวแล้วครับ', 'en': 'I cannot run anymore because my feet hurt.'}"
"{'th': 'นกบินอยู่บนท้องฟ้าฝั่งโน้นครับ', 'en': 'The bird is flying over there.'}"
"{'th': 'ปีหน้าตั้งใจว่าจะไปเที่ยวต่างประเทศครับ', 'en': 'I am thinking of travelling abroad next year.'}"
"{'th': 'ผมพูดภาษาอังกฤษได้ครับ', 'en': 'I can speak English.'}"
"{'th': 'เรียนภาษาอังกฤษโดยใช้พจนานุกรมครับ', 'en': 'I study English using a dictionary.'}"
"{'th': 'พรุ่งนี้จะเจอเพื่อนชาวต่างชาติครับ', 'en': 'I will meet a foreigner friend tomorrow.'}"
"{'th': 'พอเลี้ยวขวาตรงสี่แยกโน้นก็จะมีสถานทูตครับ', 'en': 'When you turn right at the intersection over there, there will be an embassy.'}"
"{'th': 'พรุ่งนี้ผมจะไปสถานทูตครับ', 'en': 'I will go to the embassy tomorrow.'}"
"{'th': 'ญี่ปุ่นเป็นประเทศเล็กครับ', 'en': 'Japan is a small country.'}"
"{'th': 'ห้องโรงแรมนี้สะอาดมากครับ', 'en': 'This hotel room is very pretty.'}"
"{'th': 'คุณมัตสึอิอาศัยอยู่ที่ต่างประเทศ ๓ ปีครับ', 'en': 'Ms Matsui has lived abroad for three years.'}"
"{'th': 'ปีหน้าตั้งใจว่าจะไปเที่ยวต่างประเทศครับ', 'en': 'I am thinking of travelling abroad next year.'}"
"{'th': 'ซื้อหนังสือท่องเที่ยวที่ร้านหนังสือครับ', 'en': 'I bought a travelling book at a book store.'}"
"{'th': 'วันนี้ร้านนี้เนื้อถูกครับ', 'en': 'The meat at this store is cheap today.'}"
"{'th': 'ตรงโน้นมีร้านค้าเรียงรายมากมายครับ', 'en': 'There are a lot of stores over there that are lined up.'}"
"{'th': 'ผลไม้ ผัก ฯลฯ ผมซื้อที่ร้านขายผักครับ', 'en': 'I buy fruits and vegetables at a vegetable shop.'}"
"{'th': 'ซื้อที่ร้านขายผักถูกกว่าซูเปอร์ครับ', 'en': 'Vegetable shops are cheaper than supermarkets.'}"
"{'th': 'ข้าวเย็นเมื่อวานเป็นอาหารประเภทเนื้อครับ', 'en': ""Yesterday's dinner was a meat dish.""}"
"{'th': 'ผมชอบเนื้อมากกว่าปลาครับ', 'en': 'I like meat more than fish.'}"
"{'th': 'เนื้อวัวแพงที่สุดในบรรดาเนื้อครับ', 'en': 'Beef is the most expensive of all kinds of meat.'}"
"{'th': 'ผมกินเนื้อหมูไม่ได้ครับ', 'en': 'I cannot eat pork.'}"
"{'th': 'เนื้อไก่ถูกแต่เนื้อวัวอร่อยกว่าครับ', 'en': 'Chicken is cheap, but beef tastes better.'}"
"{'th': 'ที่สถานที่ใกล้ทะเลปลาอร่อยครับ', 'en': 'The fish is delicious at places near the sea.'}"
"{'th': 'ในตู้เย็นมีผัก ไข่ ฯลฯ ครับ', 'en': 'There are vegetables and eggs in the refrigerator.'}"
"{'th': 'หั่นผักแล้วล้างครับ', 'en': 'After cutting this vegetable, I will wash it.'}"
"{'th': 'ผมกินผักและผลไม้ทุกเช้าครับ', 'en': 'I eat vegetables and fruit every morning.'}"
"{'th': 'รถยนต์ราคาแพงแต่เดินทางสะดวกครับ', 'en': 'Cars are expensive but convenient.'}"
"{'th': 'ยืมหนังสือ ๓ เล่มที่หอสมุดครับ', 'en': 'I borrowed three books at the library.'}"
"{'th': 'หอสมุดเปิดบริการตั้งแต่ ๙ โมงเช้าถึง ๒ ทุ่มครับ', 'en': 'The library is open from 9.00 in the morning to 8.00 in the evening.'}"
"{'th': 'ที่หอสมุดมีชั้นหนังสือวางเรียงรายอยู่มากมายครับ', 'en': 'There are a lot of bookshelves lined up in the library.'}"
"{'th': 'พจนานุกรมอยู่ที่ชั้นหนังสือตรงโน้นครับ', 'en': 'The dictionary is on that bookshelf.'}"
"{'th': 'นิตยสารยืมที่หอสมุดไม่ได้ครับ', 'en': 'We cannot borrow magazines at the library.'}"
"{'th': 'นิตยสารฉบับนี้สนุกครับ', 'en': 'This magazine is interesting.'}"
"{'th': 'นั่นเป็นหนังสือพิมพ์ของวันนี้ครับ', 'en': ""That is today's newspaper.""}"
"{'th': 'ถ่ายเอกสารนี่ ๕ แผ่นครับ', 'en': 'I will make five copies of this.'}"
"{'th': 'เรียนภาษาญี่ปุ่นโดยใช้พจนานุกรมครับ', 'en': 'I study Japanese by looking at the dictionary.'}"
"{'th': 'ถ่ายเอกสารหนังสือที่หอสมุดครับ', 'en': 'I copied the book at the library.'}"
"{'th': 'อาจารย์แจกสำเนาหนังสือพิมพ์ให้นักเรียนครับ', 'en': 'The teacher gave the students a copy of the newspaper.'}"
"{'th': 'คุณฮายาชิทำงานอยู่ที่บริษัทคอมพิวเตอร์ครับ', 'en': 'Mr Hayashi works for a computer company.'}"
"{'th': 'พรุ่งนี้จะไปบริษัทแต่เช้าครับ', 'en': 'I will go to my office early tomorrow.'}"
"{'th': 'วันหยุดจะออกไปข้างนอกกับเพื่อนครับ', 'en': 'I go out with my friends on holidays.'}"
"{'th': 'นี่เป็นเน็กไทของอิตาลีครับ', 'en': 'This is a tie from Italy.'}"
"{'th': 'ห้ามสูบบุหรี่ในห้องนี้ครับ', 'en': ""Don't smoke in this room.""}"
"{'th': 'ยุ่งทุกวันก็เลยไม่ค่อยได้หยุดครับ', 'en': 'I am busy every day, so I cannot really rest.'}"
"{'th': 'งานยุ่งแต่สนุกครับ', 'en': 'Although work is busy, it is fun.'}"
"{'th': 'วันหยุดอาทิตย์ที่แล้วไม่ได้ทำอะไรครับ', 'en': 'I did not do anything during last week’s vacation.'}"
"{'th': 'ผมทำงานที่บริษัทรถยนต์ครับ', 'en': 'I am working at an automobile company.'}"
"{'th': 'ผมสูบบุหรี่ครับ', 'en': 'I smoke.'}"
"{'th': 'สูบบุหรี่ไม่ดีต่อสุขภาพครับ', 'en': 'It is bad for you to smoke.'}"
"{'th': 'มีไข้วันนี้ก็เลยจะหยุดเรียนครับ', 'en': 'I will be absent from school because I have a fever.'}"
"{'th': 'ผมทำงานวันอาทิตย์ด้วยครับ', 'en': 'I work on Sundays too.'}"
"{'th': 'ทำงาน ๘ ชั่วโมงทุกวันครับ', 'en': 'I work eight hours every day.'}"
"{'th': 'ถนนฝั่งโน้นมีบ้านเรียงรายอยู่เยอะมากครับ', 'en': 'There are a lot of houses lined up across the street.'}"
"{'th': 'พรุ่งนี้เช้าต้องซักผ้าครับ', 'en': 'I must do the laundry tomorrow morning.'}"
"{'th': 'อากาศร้อนก็เลยกลับบ้านอาบน้ำครับ', 'en': 'It was hot, so I went home and took a shower.'}"
"{'th': 'อาบน้ำแล้วค่อยนอนทุกคืนครับ', 'en': 'I always take a shower in the evening before going to bed.'}"
"{'th': 'กลับถึงบ้านแล้วว่าจะทำความสะอาดครับ', 'en': 'I am thinking of cleaning when I get home.'}"
"{'th': 'พรุ่งนี้เช้าต้องซักผ้าครับ', 'en': 'I must do the laundry tomorrow morning.'}"
"{'th': 'คืนพรุ่งนี้จะเจอเพื่อนก็เลยจะออกไปข้างนอกครับ', 'en': 'I will go out with my friend tomorrow night.'}"
"{'th': 'เมื่อวานไม่ได้ออกไปไหนครับ', 'en': 'I could not go anywhere yesterday.'}"
"{'th': 'อาหารนี้ทำที่บ้านได้ครับ', 'en': 'This dish can be made at home.'}"
"{'th': 'คุณมัตสึอิดีดกีต้าเป็นครับ', 'en': 'Mr Matsui can play the guitar.'}"
"{'th': 'ผมฝึกซ้อมเปียโนทุกวันครับ', 'en': 'I practise the piano every day.'}"
"{'th': 'กล้องนี้แพงแต่ใช้ง่ายมากครับ', 'en': 'This camera is expensive but very useful.'}"
"{'th': 'ซื้อกล้องถ่ายรูปเครื่องใหม่ครับ', 'en': 'I bought a new camera.'}"
"{'th': 'นี่เป็นหนังเก่าของญี่ปุ่นครับ', 'en': 'This is an old Japanese film.'}"
"{'th': 'น้องสาววาดรูปเก่งครับ', 'en': 'My little sister is good at drawing pictures.'}"
"{'th': 'คุณมัตสึอิไม่ชอบบุหรี่ ก็เลยไม่สูบครับ', 'en': ""Mr Matsui doesn't like tobacco, so he does not smoke.""}"
"{'th': 'ผมไม่ชอบทำความสะอาด ซักผ้า ฯลฯ ครับ', 'en': ""I don't like cleaning or doing the laundry.""}"
"{'th': 'อาหารที่ผมชอบคือแกงครับ', 'en': 'My favourite food is curry.'}"
"{'th': 'แม่ชอบทำอาหารครับ', 'en': 'My mother likes cooking.'}"
"{'th': 'ร้องเพลงนี้บ่อยที่ร้านคาราโอเกะครับ', 'en': 'I always sing this song at karaoke.'}"
"{'th': 'ผมจะดีดเปียโนที่งานคอนเสิร์ตเดือนหน้าครับ', 'en': 'I will play the piano at the concert next month.'}"
"{'th': 'ถ่ายรูปตอนไปเที่ยวเยอะครับ', 'en': 'I took a lot of pictures during the trip.'}"
"{'th': 'ปกติผมนอนเตียงครับ', 'en': 'I always sleep in my bed.'}"
"{'th': 'พอเปิดเครื่องทำความร้อนก็จะอุ่นครับ', 'en': 'When you turn on the heater, it becomes warm.'}"
"{'th': 'ปิดเครื่องทำความร้อนก่อนนอนครับ', 'en': 'I turn off the heater before I sleep.'}"
"{'th': 'เขียนคำตอบข้อสอบด้วยปากกาลูกลื่นครับ', 'en': 'We write answers on tests with ballpoint pens.'}"
"{'th': 'พรุ่งนี้จะมีฝนครับ', 'en': 'The weather will be rainy tomorrow.'}"
"{'th': 'วันนี้อากาศดีมากครับ', 'en': 'The weather today is very nice.'}"
"{'th': 'พรุ่งนี้ถ้าอากาศแจ่มใส เล่นเทนนิสกันเถอะครับ', 'en': ""If it is sunny tomorrow, let's play tennis.""}"
"{'th': 'ได้ยินว่าพรุ่งนี้อากาศจะมืดครึ้มครับ', 'en': 'They say it will be cloudy tomorrow.'}"
"{'th': 'เมื่อวานอากาศมืดครึ้มตลอดวันครับ', 'en': 'It was cloudy all day yesterday.'}"
"{'th': 'ถ้าฝนตกวันหยุดจะไม่ออกไปข้างนอกครับ', 'en': 'I will not go out on holidays if it rains.'}"
"{'th': 'พรุ่งนี้ฝนจะตกก็เลยจะนั่งรถเมล์ไปโรงเรียนครับ', 'en': 'It is going to rain tomorrow, so I will go to school by bus.'}"
"{'th': 'วันนี้ไม่มีลมครับ', 'en': 'There is no wind today.'}"
"{'th': 'หน้าร้อนที่ญี่ปุ่นอากาศร้อนครับ', 'en': 'Summer in Japan is hot.'}"
"{'th': 'พอเข้าฤดูใบไม้ผลิอากาศก็จะอบอุ่นขึ้นครับ', 'en': 'It gets warm when it is spring.'}"
"{'th': 'วันนี้อากาศอบอุ่นมากก็เลยจะไปเดินเล่นครับ', 'en': 'It is very warm today, so I will go for a walk.'}"
"{'th': 'พรุ่งนี้อากาศจะร้อนก็เลยว่าจะไปว่ายน้ำที่สระน้ำครับ', 'en': 'It is going to get hot tomorrow, so I was thinking about swimming in the pool.'}"
"{'th': 'เปิดหน้าต่างแล้วจะเย็นลงนิดหน่อยครับ', 'en': 'When I opened the window, it became a little cooler.'}"
"{'th': 'ฤดูใบไม้ร่วงอากาศเย็นครับ', 'en': 'It is cool in autumn.'}"
"{'th': 'ตอนเช้ามีฝนแต่ตอนนี้อากาศแจ่มใสครับ', 'en': 'It was raining this morning, but it is sunny now.'}"
"{'th': 'พรุ่งนี้ถ้าอากาศแจ่มใส เล่นเทนนิสกันเถอะครับ', 'en': ""If it is sunny tomorrow, let's play tennis.""}"
"{'th': 'ปีที่แล้วหิมะไม่ค่อยตกครับ', 'en': ""It didn't snow very much last year.""}"
"{'th': 'ลมพัดอยู่อากาศก็เลยหนาวครับ', 'en': 'It is cold because the wind is blowing.'}"
"{'th': 'ได้ยินว่าพรุ่งนี้ลมจะแรงครับ', 'en': 'They say the wind will blow hard tomorrow.'}"
"{'th': 'พรุ่งนี้อุณหภูมิจะขึ้นถึง ๓๐ องศา อากาศก็เลยร้อนครับ', 'en': 'It will be 30 degrees tomorrow, so it will be hot.'}"
"{'th': 'มีไข้สูง ๓๘ องศาเพราะเป็นหวัดครับ', 'en': 'I have a cold, and my temperature is 38 degrees.'}"
"{'th': 'ท้องฟ้ามืดครึ้มขึ้นมานิดหน่อยแล้วครับ', 'en': 'The sky is starting to get cloudy.'}"
"{'th': 'เมื่อวานอากาศมืดครึ้มตลอดวันครับ', 'en': 'It was cloudy all day yesterday.'}"
"{'th': 'ผมชอบเพลงนี้ที่สุดครับ', 'en': 'I like this song the best.'}"
"{'th': 'วันที่หิมะตกจะไม่ออกไปข้างนอกครับ', 'en': 'I will not go out when it snows.'}"
"{'th': 'วันที่ลมแรง เล่นเทนนิสไม่ได้ครับ', 'en': 'I cannot play tennis on days when the wind is strong.'}"
"{'th': 'กลางคืนอากาศหนาวก็เลยจะเอาเสื้อโค้ตไปข้างนอกครับ', 'en': 'It will be cold at night, so I will bring a jacket with me when I go out.'}"
"{'th': 'สระผมก่อนจะตัดผมครับ', 'en': 'I shampoo my hair before I cut it.'}"
"{'th': 'คนผมดำคนโน้นคือคุณมัตสึอิครับ', 'en': 'That person with black hair is Mr Matsui.'}"
"{'th': 'ประตูรถไฟจะปิดครับ', 'en': 'The door to the train will shut.'}"
"{'th': 'ผมให้นายสถานีดูตั๋วแล้วครับ', 'en': 'I showed my ticket to the station staff.'}"
"{'th': 'ผมตัดผมเมื่อวานครับ', 'en': 'I cut my hair yesterday.'}"
"{'th': 'ร้านเสริมสวยอยู่ข้าง ๆ สถานีรถไฟครับ', 'en': 'The beauty salon is next to the station.'}"
"{'th': 'คืนนี้จะทำการบ้านที่หอสมุดครับ', 'en': 'I will do my homework at the library this evening.'}"
"{'th': 'เขียนคำตอบตรงนี้ครับ', 'en': 'I will write the answer here.'}"
"{'th': 'นักศึกษาต่างชาติจะมาจากเมืองจีนเดือนหน้าครับ', 'en': 'An international student from China will come next month.'}"
"{'th': 'คนนั้นเป็นนักเรียนต่างชาติของโรงเรียนนี้ครับ', 'en': 'That person is an international student at this school.'}"
"{'th': 'จะไปดูหนังกับเพื่อนพรุ่งนี้ครับ', 'en': 'I will go see a film with my friend tomorrow.'}"
"{'th': 'ข้อสอบเมื่อวานยากมากครับ', 'en': ""Yesterday's test was very hard.""}"
"{'th': 'วิชาอาจารย์คนนั้นสนุกดีครับ', 'en': ""That teacher's class is fun.""}"
"{'th': 'ช่างเสริมสวยคนนั้นรูปร่างผอมบางสวยครับ', 'en': 'That hairdresser is thin and pretty.'}"
"{'th': 'เรียนจบแล้วอยากเป็นช่างเสริมสวยครับ', 'en': 'I would like to become a hairdresser after I graduate.'}"
"{'th': 'กล่องใบนี้แนวตั้งสั้นแนวนอนยาวครับ', 'en': 'The vertical line of this box is short and the horizontal line is long.'}"
"{'th': 'เมื่อวานลางานไปโรงพยาบาลครับ', 'en': 'I took a day off work to go to the hospital.'}"
"{'th': 'มีไข้วันนี้ก็เลยจะหยุดเรียนครับ', 'en': 'I have a fever, so I will be absent from school.'}"
"{'th': 'บนโต๊ะมีแจกันครับ', 'en': 'There is a vase on the table.'}"
"{'th': 'ฟังข่าวทางวิทยุทุกวันครับ', 'en': 'I listen to the news on the radio every day.'}"
"{'th': 'บอกเบอร์โทรศัพย์คุณคิมูระกับเพื่อนแล้วครับ', 'en': ""I gave Mr Kimura's telephone number to my friend.""}"
"{'th': 'แม่ไม่ติดต่อมาก็เลยเป็นห่วงครับ', 'en': 'I was worried because my mother did not contact me.'}"
"{'th': 'เมื่อวานคุณมัตสึอิติดต่อมาครับ', 'en': 'Yesterday, Mr Matsui contacted me.'}"
"{'th': 'ช่วยโทรติดต่อไปที่บริษัทด้วยครับ', 'en': 'Please contact the company by telephone.'}"
